dependent_id,employee_id,first_name,last_name,relationship,date_of_birth,gender,dependent_status
DP000160801,EE0001608,Victor,Kim,Spouse,1963-10-06,M,Active
DP000161001,EE0001610,Andre,Okafor,Domestic Partner,1985-04-15,F,Active
DP000161101,EE0001611,Angela,Taylor,Domestic Partner,1976-06-29,M,Active
DP000161201,EE0001612,Luis,Williams,Child,2006-06-21,M,Active
DP000161301,EE0001613,Amara,Garcia,Domestic Partner,1994-02-07,F,Active
DP000161401,EE0001614,Jasmine,Smith,Spouse,1980-04-06,M,Active
DP000161402,EE0001614,Leah,Smith,Child,2009-07-22,M,Active
DP000161601,EE0001616,Naomi,Bennett,Child,2022-11-04,F,Active
DP000161602,EE0001616,Chiamaka,Bennett,Child,2024-08-11,F,Active
DP000161801,EE0001618,Kevin,Patel,Child,2017-02-15,M,Active
DP000161802,EE0001618,Kevin,Patel,Child,2008-12-20,F,Active
DP000161901,EE0001619,Chiamaka,Williams,Child,2016-04-09,F,Active
DP000161902,EE0001619,Amara,Williams,Child,2010-08-23,F,Active
DP000162001,EE0001620,Victor,Lewis,Spouse,2006-10-21,M,Active
DP000162002,EE0001620,Carlos,Lewis,Child,2025-12-10,F,Active
DP000162201,EE0001622,Leah,Lewis,Child,2024-09-03,M,Active
DP000162202,EE0001622,Jasmine,Lewis,Child,2025-06-16,M,Active
DP000162301,EE0001623,Naomi,Thomas,Child,2025-07-02,F,Active
DP000162302,EE0001623,Isaiah,Thomas,Child,2002-12-17,F,Active
DP000162303,EE0001623,Michael,Thomas,Child,2019-08-01,M,Active
DP000162401,EE0001624,Priya,Chen,Child,2019-12-13,M,Active
DP000162402,EE0001624,Andre,Chen,Child,2005-04-21,M,Active
DP000162801,EE0001628,David,Wilson,Domestic Partner,2004-05-15,F,Active
DP000162901,EE0001629,Samuel,Johnson,Domestic Partner,1972-10-14,F,Active
DP000162902,EE0001629,Carlos,Johnson,Child,2020-11-29,M,Active
DP000162903,EE0001629,Michael,Johnson,Child,2024-08-14,F,Active
DP000163101,EE0001631,Sophia,Patel,Spouse,1985-04-22,M,Active
DP000163201,EE0001632,Zoe,Davis,Domestic Partner,2004-01-23,F,Active
DP000163601,EE0001636,Chiamaka,Smith,Domestic Partner,1969-02-21,F,Active
DP000163602,EE0001636,Omar,Smith,Child,2000-08-13,F,Active
DP000163901,EE0001639,Kevin,Ibrahim,Child,2013-06-06,M,Active
DP000164101,EE0001641,Zoe,Thomas,Domestic Partner,2003-06-21,M,Active
DP000164201,EE0001642,Leah,Bennett,Domestic Partner,1994-10-01,F,Active
DP000164301,EE0001643,Malik,Okafor,Child,2021-04-23,F,Active
DP000164302,EE0001643,Olivia,Okafor,Child,2008-01-08,F,Active
DP000164601,EE0001646,Ethan,Wilson,Spouse,1996-11-12,M,Active
DP000164602,EE0001646,Jordan,Wilson,Child,2009-05-05,F,Active
DP000164603,EE0001646,Maya,Wilson,Child,2025-03-06,M,Active
DP000164801,EE0001648,Chiamaka,Johnson,Spouse,1978-08-27,F,Active
DP000165001,EE0001650,Maya,Bennett,Child,2009-04-29,M,Active
DP000165101,EE0001651,Priya,Hernandez,Spouse,1976-07-01,M,Active
DP000165301,EE0001653,Andre,Nguyen,Child,2019-09-16,F,Active
DP000165302,EE0001653,Fatima,Nguyen,Child,2008-05-11,M,Active
DP000165303,EE0001653,Nia,Nguyen,Child,2009-09-23,M,Active
DP000165701,EE0001657,Carlos,Moore,Child,2023-03-02,M,Active
DP000165702,EE0001657,Samuel,Moore,Child,2020-04-25,F,Active
DP000165901,EE0001659,David,Davis,Domestic Partner,1982-07-13,F,Active
DP000166301,EE0001663,David,Moore,Spouse,1994-09-23,F,Active
DP000166401,EE0001664,Kevin,Bennett,Spouse,2006-12-02,M,Active
DP000166402,EE0001664,Nia,Bennett,Child,2016-06-13,M,Active
DP000166501,EE0001665,Amara,Taylor,Domestic Partner,1974-06-19,F,Active
DP000166801,EE0001668,Malik,Davis,Spouse,1970-08-21,F,Active
DP000166802,EE0001668,Ethan,Davis,Child,2001-02-07,F,Active
DP000167001,EE0001670,Olivia,Johnson,Child,2020-05-28,F,Active
DP000167002,EE0001670,Maya,Johnson,Child,2019-02-24,F,Active
DP000167201,EE0001672,Malik,Walker,Spouse,1961-11-08,F,Active
DP000167801,EE0001678,Nia,Johnson,Child,2012-08-31,F,Active
DP000167802,EE0001678,Grace,Johnson,Child,2012-08-21,M,Active
DP000168001,EE0001680,Maya,Miller,Spouse,2002-12-17,M,Active
DP000168002,EE0001680,Jasmine,Miller,Child,2019-08-29,F,Active
DP000168003,EE0001680,Omar,Miller,Child,2018-02-28,M,Active
DP000168501,EE0001685,Luis,Lewis,Child,2008-12-18,F,Active
DP000168901,EE0001689,Priya,Moore,Spouse,1997-02-08,M,Active
DP000169101,EE0001691,Olivia,Garcia,Spouse,1969-04-07,F,Active
DP000169301,EE0001693,Chiamaka,Davis,Domestic Partner,1998-08-12,M,Active
DP000169302,EE0001693,Priya,Davis,Child,2019-01-16,M,Active
DP000169501,EE0001695,Daniel,Adeyemi,Spouse,1980-01-16,M,Active
DP000169502,EE0001695,Priya,Adeyemi,Child,2001-02-14,F,Active
DP000169601,EE0001696,Victor,Adams,Child,2008-03-23,M,Active
DP000169602,EE0001696,Luis,Adams,Child,2020-06-25,M,Active
DP000170001,EE0001700,Michael,Smith,Spouse,1972-08-25,M,Active
DP000170101,EE0001701,Naomi,Adams,Domestic Partner,1963-11-14,M,Active
DP000170102,EE0001701,Naomi,Adams,Child,2022-03-04,F,Active
DP000170201,EE0001702,Naomi,Mensah,Spouse,1976-08-19,M,Active
DP000170202,EE0001702,Aaliyah,Mensah,Child,2003-10-03,M,Active
DP000170401,EE0001704,Victor,Williams,Child,2017-05-28,M,Active
DP000170402,EE0001704,David,Williams,Child,2000-08-30,M,Active
DP000170403,EE0001704,Andre,Williams,Child,2013-11-16,F,Active
DP000170501,EE0001705,Fatima,Bennett,Child,2017-06-14,F,Active
DP000170502,EE0001705,Nia,Bennett,Child,2012-08-19,M,Active
DP000170503,EE0001705,Fatima,Bennett,Child,2014-07-04,M,Active
DP000170701,EE0001707,David,Brown,Child,2016-01-15,F,Active
DP000171001,EE0001710,Isaiah,Chen,Child,2006-06-01,M,Active
DP000171002,EE0001710,Jordan,Chen,Child,2004-08-19,F,Active
DP000171101,EE0001711,Noah,Williams,Child,2014-11-29,F,Active
DP000171201,EE0001712,Michael,Moore,Child,2017-07-15,M,Active
DP000171202,EE0001712,Kevin,Moore,Child,2019-06-15,F,Active
DP000171301,EE0001713,Aaliyah,Brown,Child,2019-09-05,F,Active
DP000171701,EE0001717,Leah,Bennett,Spouse,1981-02-16,F,Active
DP000172001,EE0001720,Jasmine,Okafor,Domestic Partner,1998-12-15,M,Active
DP000172002,EE0001720,Victor,Okafor,Child,2023-08-10,F,Active
DP000172101,EE0001721,Olivia,Johnson,Domestic Partner,2000-04-03,F,Active
DP000172201,EE0001722,Noah,Garcia,Spouse,1975-06-16,F,Active
DP000172202,EE0001722,Sophia,Garcia,Child,2003-11-28,M,Active
DP000172203,EE0001722,Malik,Garcia,Child,2015-11-26,M,Active
DP000172501,EE0001725,Sophia,Wilson,Child,2005-05-11,M,Active
DP000172502,EE0001725,Carlos,Wilson,Child,2016-11-07,M,Active
DP000173101,EE0001731,Kevin,Okafor,Spouse,1999-02-21,F,Active
DP000173401,EE0001734,Kevin,Bennett,Domestic Partner,1987-12-11,M,Active
DP000173402,EE0001734,Nia,Bennett,Child,2011-08-28,F,Active
DP000173403,EE0001734,Zoe,Bennett,Child,2008-03-14,M,Active
DP000173501,EE0001735,Fatima,Johnson,Child,2005-01-28,M,Active
DP000173502,EE0001735,Andre,Johnson,Child,2001-11-07,M,Active
DP000173601,EE0001736,Michael,Adeyemi,Domestic Partner,1968-07-23,M,Active
DP000173602,EE0001736,Maya,Adeyemi,Child,2023-05-30,M,Active
DP000173901,EE0001739,Samuel,Johnson,Spouse,1990-12-12,F,Active
DP000174101,EE0001741,Elena,Hernandez,Spouse,1987-05-08,M,Active
DP000174601,EE0001746,Victor,Wilson,Domestic Partner,1972-09-07,F,Active
DP000174701,EE0001747,Olivia,Walker,Child,2025-02-07,M,Active
DP000174702,EE0001747,Angela,Walker,Child,2024-08-05,M,Active
DP000174801,EE0001748,Michael,Campbell,Domestic Partner,1974-08-31,F,Active
DP000174802,EE0001748,Elena,Campbell,Child,2015-08-14,F,Active
DP000174803,EE0001748,Samuel,Campbell,Child,2024-07-07,F,Active
DP000175101,EE0001751,Kevin,Kim,Child,2026-06-02,M,Active
DP000175102,EE0001751,Leah,Kim,Child,2019-05-28,M,Active
DP000175103,EE0001751,Noah,Kim,Child,2019-01-19,M,Active
DP000175401,EE0001754,Leah,Williams,Spouse,1983-03-13,F,Active
DP000175402,EE0001754,Priya,Williams,Child,2002-05-10,M,Active
DP000175501,EE0001755,Leah,Chen,Spouse,1974-06-28,F,Active
DP000175502,EE0001755,Jasmine,Chen,Child,2022-08-11,F,Active
DP000175601,EE0001756,Sophia,Hernandez,Domestic Partner,1983-08-28,F,Active
DP000175901,EE0001759,Noah,Campbell,Child,2019-12-17,F,Active
DP000176301,EE0001763,Malik,Martinez,Child,2020-02-26,F,Active
DP000176302,EE0001763,Jasmine,Martinez,Child,2020-10-04,M,Active
DP000176501,EE0001765,Sophia,Davis,Child,2004-03-19,F,Active
DP000176502,EE0001765,Kevin,Davis,Child,2019-05-13,M,Active
DP000176503,EE0001765,Noah,Davis,Child,2002-08-13,F,Active
DP000176801,EE0001768,Elena,Adeyemi,Spouse,2007-04-03,F,Active
DP000176802,EE0001768,Fatima,Adeyemi,Child,2020-08-09,M,Active
DP000176901,EE0001769,Zoe,Smith,Child,2024-11-28,F,Active
DP000177001,EE0001770,Zoe,Thomas,Child,2020-06-30,F,Active
DP000177002,EE0001770,Jordan,Thomas,Child,2025-04-05,F,Active
DP000177003,EE0001770,Jordan,Thomas,Child,2023-06-19,M,Active
DP000177501,EE0001775,Samuel,Campbell,Domestic Partner,1988-04-20,F,Active
DP000177701,EE0001777,Olivia,Miller,Child,2022-10-26,F,Active
DP000177702,EE0001777,Aaliyah,Miller,Child,2025-01-16,M,Active
DP000177801,EE0001778,Samuel,Walker,Child,2024-08-27,F,Active
DP000178101,EE0001781,Daniel,Kim,Child,2022-03-08,F,Active
DP000178201,EE0001782,Isaiah,Walker,Domestic Partner,1962-11-04,F,Active
DP000178202,EE0001782,Angela,Walker,Child,2017-05-26,F,Active
DP000178301,EE0001783,Chiamaka,Chen,Child,2014-10-28,M,Active
DP000178401,EE0001784,Andre,Adams,Spouse,1993-06-15,M,Active
DP000178501,EE0001785,Nia,Moore,Domestic Partner,1999-09-18,M,Active
DP000178601,EE0001786,Chiamaka,Garcia,Domestic Partner,1994-01-28,M,Active
DP000178801,EE0001788,Jasmine,Adams,Child,2020-09-21,M,Active
DP000178901,EE0001789,Jordan,Williams,Spouse,1987-08-22,F,Active
DP000178902,EE0001789,Michael,Williams,Child,2016-11-04,M,Active
DP000179101,EE0001791,Angela,Smith,Child,2022-05-11,F,Active
DP000179201,EE0001792,Olivia,Hernandez,Spouse,1968-12-31,F,Active
DP000179601,EE0001796,Naomi,Martinez,Spouse,1988-11-28,M,Active
DP000179901,EE0001799,Naomi,Chen,Child,2023-08-20,F,Active
DP000180001,EE0001800,Nia,Wilson,Domestic Partner,1983-01-07,F,Active
DP000180101,EE0001801,David,Moore,Spouse,1981-09-04,M,Active
DP000180102,EE0001801,Olivia,Moore,Child,2011-08-13,F,Active
DP000180103,EE0001801,Fatima,Moore,Child,2007-12-05,F,Active
DP000180201,EE0001802,Leah,Kim,Child,2017-10-28,F,Active
DP000180301,EE0001803,Ethan,Smith,Child,2010-07-25,M,Active
DP000180601,EE0001806,Maya,Taylor,Spouse,1967-08-25,F,Active
DP000180701,EE0001807,Chiamaka,Mensah,Spouse,1964-05-14,F,Active
DP000181101,EE0001811,Ethan,Patel,Spouse,1962-04-29,M,Active
DP000181201,EE0001812,Carlos,Robinson,Child,2021-12-05,F,Active
DP000181202,EE0001812,Aaliyah,Robinson,Child,2025-05-18,M,Active
DP000181401,EE0001814,Amara,Taylor,Child,2024-11-27,F,Active
DP000181501,EE0001815,Fatima,Chen,Spouse,1991-10-10,M,Active
DP000181701,EE0001817,Jasmine,Martinez,Spouse,1981-04-08,M,Active
DP000181702,EE0001817,Ethan,Martinez,Child,2021-05-29,F,Active
DP000181901,EE0001819,Jordan,Wilson,Child,2012-03-18,F,Active
DP000181902,EE0001819,Daniel,Wilson,Child,2017-06-03,F,Active
DP000182101,EE0001821,David,Campbell,Spouse,1975-05-04,F,Active
DP000182601,EE0001826,Malik,Brown,Spouse,1999-02-09,M,Active
DP000182602,EE0001826,Sophia,Brown,Child,2026-02-03,F,Active
DP000182701,EE0001827,Malik,Chen,Domestic Partner,1975-04-18,M,Active
DP000182702,EE0001827,Chiamaka,Chen,Child,2009-04-03,M,Active
DP000182901,EE0001829,Elena,Patel,Spouse,1964-12-07,M,Active
DP000183101,EE0001831,Michael,Robinson,Domestic Partner,1991-09-17,M,Active
DP000183102,EE0001831,Malik,Robinson,Child,2005-07-10,F,Active
DP000183201,EE0001832,Malik,Robinson,Child,2021-07-16,F,Active
DP000183202,EE0001832,Amara,Robinson,Child,2018-06-18,F,Active
DP000183203,EE0001832,Olivia,Robinson,Child,2023-09-28,F,Active
DP000183301,EE0001833,Isaiah,Smith,Child,2017-09-24,F,Active
DP000183401,EE0001834,Daniel,Walker,Spouse,1979-12-07,M,Active
DP000183701,EE0001837,Grace,Lewis,Domestic Partner,1982-12-18,M,Active
DP000183702,EE0001837,Naomi,Lewis,Child,2010-04-14,M,Active
DP000184001,EE0001840,Samuel,Bennett,Domestic Partner,1972-05-03,M,Active
DP000184002,EE0001840,Jasmine,Bennett,Child,2004-08-09,F,Active
DP000184201,EE0001842,Victor,Brown,Child,2025-10-14,M,Active
DP000184202,EE0001842,Priya,Brown,Child,2005-02-10,F,Active
DP000184301,EE0001843,Sophia,Moore,Spouse,1966-02-10,M,Active
DP000184401,EE0001844,Priya,Adams,Child,2010-09-07,F,Active
DP000184501,EE0001845,Carlos,Miller,Child,2010-02-24,M,Active
DP000184502,EE0001845,Maya,Miller,Child,2008-06-22,F,Active
DP000184701,EE0001847,Elena,Taylor,Domestic Partner,1969-03-05,F,Active
DP000184702,EE0001847,David,Taylor,Child,2003-10-16,F,Active
DP000184901,EE0001849,Leah,Martinez,Spouse,1964-10-25,F,Active
DP000184902,EE0001849,Aaliyah,Martinez,Child,2001-09-05,M,Active
DP000185101,EE0001851,Chiamaka,Kim,Child,2008-01-12,M,Active
DP000185102,EE0001851,Michael,Kim,Child,2013-01-12,M,Active
DP000185301,EE0001853,Aaliyah,Moore,Child,2010-07-31,F,Active
DP000185401,EE0001854,Angela,Nguyen,Domestic Partner,1986-12-25,F,Active
DP000185501,EE0001855,Kevin,Mensah,Domestic Partner,1979-12-06,M,Active
DP000185502,EE0001855,Elena,Mensah,Child,2015-07-04,F,Active
DP000185503,EE0001855,Amara,Mensah,Child,2026-03-19,M,Active
DP000185901,EE0001859,Victor,Taylor,Child,2013-10-05,M,Active
DP000185902,EE0001859,Kevin,Taylor,Child,2015-11-27,F,Active
DP000186001,EE0001860,Kevin,Thomas,Spouse,1981-03-01,F,Active
DP000186101,EE0001861,Luis,Taylor,Child,2019-01-19,F,Active
DP000186102,EE0001861,Fatima,Taylor,Child,2026-06-29,M,Active
DP000186401,EE0001864,Ethan,Miller,Child,2016-07-28,M,Active
DP000186701,EE0001867,Leah,Davis,Child,2010-01-15,F,Active
DP000186801,EE0001868,Victor,Robinson,Domestic Partner,1972-09-22,M,Active
DP000186802,EE0001868,Sophia,Robinson,Child,2018-12-29,M,Active
DP000186901,EE0001869,Olivia,Garcia,Spouse,1964-07-19,F,Active
DP000186902,EE0001869,Luis,Garcia,Child,2022-06-07,F,Active
DP000187101,EE0001871,Daniel,Chen,Child,2020-01-18,M,Active
DP000187102,EE0001871,Malik,Chen,Child,2004-04-08,M,Active
DP000187401,EE0001874,Amara,Wilson,Spouse,1968-05-04,F,Active
DP000187501,EE0001875,Maya,Bennett,Domestic Partner,1972-05-03,M,Active
DP000187601,EE0001876,Luis,Mensah,Child,2022-05-19,M,Active
DP000187602,EE0001876,Sophia,Mensah,Child,2024-07-04,F,Active
DP000187701,EE0001877,Kevin,Hernandez,Domestic Partner,1974-07-01,F,Active
DP000187901,EE0001879,Isaiah,Mensah,Child,2020-11-30,F,Active
DP000187902,EE0001879,Carlos,Mensah,Child,2023-04-24,F,Active
DP000188001,EE0001880,Naomi,Johnson,Spouse,1991-12-17,M,Active
DP000188002,EE0001880,Andre,Johnson,Child,2021-03-20,M,Active
DP000188301,EE0001883,Jordan,Hernandez,Spouse,1983-08-03,F,Active
DP000188401,EE0001884,Jordan,Chen,Spouse,1987-08-23,F,Active
DP000188402,EE0001884,Priya,Chen,Child,2022-04-04,F,Active
DP000188801,EE0001888,Andre,Patel,Domestic Partner,1992-11-06,F,Active
DP000189001,EE0001890,Jordan,Miller,Child,2013-04-27,M,Active
DP000189201,EE0001892,Omar,Okafor,Child,2005-01-11,F,Active
DP000189202,EE0001892,Omar,Okafor,Child,2006-07-16,F,Active
DP000189401,EE0001894,Zoe,Mensah,Child,2025-12-14,M,Active
DP000189402,EE0001894,Elena,Mensah,Child,2025-11-06,M,Active
DP000189403,EE0001894,Ethan,Mensah,Child,2015-09-02,F,Active
DP000189501,EE0001895,Naomi,Campbell,Domestic Partner,2004-04-22,M,Active
DP000189701,EE0001897,Sophia,Patel,Spouse,1993-01-26,M,Active
DP000189702,EE0001897,Leah,Patel,Child,2019-04-17,F,Active
DP000189801,EE0001898,Priya,Bennett,Child,2014-09-20,F,Active
DP000189802,EE0001898,Luis,Bennett,Child,2021-12-28,F,Active
DP000189803,EE0001898,Samuel,Bennett,Child,2007-12-16,M,Active
DP000189901,EE0001899,Sophia,Brown,Domestic Partner,1969-02-10,F,Active
DP000189902,EE0001899,David,Brown,Child,2010-03-10,F,Active
DP000190201,EE0001902,Sophia,Patel,Child,2019-08-12,F,Active
DP000190202,EE0001902,Chiamaka,Patel,Child,2007-03-31,M,Active
DP000190301,EE0001903,Samuel,Ibrahim,Spouse,1978-10-22,M,Active
DP000190302,EE0001903,Aaliyah,Ibrahim,Child,2001-08-27,M,Active
DP000190401,EE0001904,Aaliyah,Hernandez,Child,2023-07-30,M,Active
DP000190402,EE0001904,Malik,Hernandez,Child,2023-06-24,M,Active
DP000190501,EE0001905,Aaliyah,Wilson,Spouse,1971-11-17,M,Active
DP000190502,EE0001905,Chiamaka,Wilson,Child,2018-03-05,F,Active
DP000190901,EE0001909,Nia,Williams,Domestic Partner,1973-05-02,F,Active
DP000190902,EE0001909,Malik,Williams,Child,2001-11-23,M,Active
DP000191301,EE0001913,Grace,Nguyen,Child,2014-12-12,M,Active
DP000191302,EE0001913,Jasmine,Nguyen,Child,2017-05-30,M,Active
DP000191501,EE0001915,Jasmine,Okafor,Spouse,1973-04-23,F,Active
DP000191701,EE0001917,Elena,Brown,Child,2025-12-13,F,Active
DP000191702,EE0001917,Carlos,Brown,Child,2022-10-17,F,Active
DP000191801,EE0001918,Maya,Bennett,Spouse,1970-01-19,M,Active
DP000191901,EE0001919,Sophia,Thomas,Domestic Partner,1986-07-14,F,Active
DP000192001,EE0001920,Isaiah,Okafor,Domestic Partner,2003-06-29,F,Active
DP000192002,EE0001920,Isaiah,Okafor,Child,2021-02-08,F,Active
DP000192501,EE0001925,Malik,Thomas,Child,2017-01-26,M,Active
DP000192502,EE0001925,Malik,Thomas,Child,2017-04-02,M,Active
DP000192503,EE0001925,Carlos,Thomas,Child,2020-05-25,M,Active
DP000192601,EE0001926,Omar,Ibrahim,Domestic Partner,1992-08-01,M,Active
DP000192801,EE0001928,Amara,Brown,Child,2017-10-02,M,Active
DP000193001,EE0001930,Zoe,Bennett,Spouse,1999-07-06,F,Active
DP000193201,EE0001932,Michael,Nguyen,Child,2023-06-09,F,Active
DP000193301,EE0001933,Elena,Taylor,Domestic Partner,1977-08-21,F,Active
DP000193302,EE0001933,Grace,Taylor,Child,2026-04-08,F,Active
DP000193401,EE0001934,Noah,Campbell,Domestic Partner,2005-05-29,M,Active
DP000193402,EE0001934,Victor,Campbell,Child,2024-01-04,M,Active
DP000193501,EE0001935,Maya,Adeyemi,Child,2017-08-14,M,Active
DP000193701,EE0001937,Zoe,Nguyen,Spouse,1981-04-03,M,Active
DP000194301,EE0001943,Grace,Nguyen,Child,2002-07-01,F,Active
DP000194701,EE0001947,Angela,Taylor,Child,2016-11-10,F,Active
DP000194702,EE0001947,Omar,Taylor,Child,2023-10-20,F,Active
DP000194801,EE0001948,Samuel,Chen,Domestic Partner,2002-05-05,M,Active
DP000194802,EE0001948,Ethan,Chen,Child,2025-10-02,M,Active
DP000194803,EE0001948,Jasmine,Chen,Child,2025-09-10,F,Active
DP000194901,EE0001949,David,Miller,Spouse,1974-02-11,F,Active
DP000194902,EE0001949,Leah,Miller,Child,2018-03-10,M,Active
DP000194903,EE0001949,Kevin,Miller,Child,2012-04-09,M,Active
DP000195001,EE0001950,Kevin,Thomas,Spouse,1977-09-07,M,Active
DP000195401,EE0001954,Elena,Miller,Child,2024-08-28,F,Active
DP000195402,EE0001954,Grace,Miller,Child,2021-11-01,F,Active
DP000195501,EE0001955,Fatima,Wilson,Domestic Partner,1987-04-13,M,Active
DP000195601,EE0001956,Priya,Smith,Child,2025-01-29,M,Active
DP000195701,EE0001957,Leah,Smith,Spouse,1999-06-26,F,Active
DP000195702,EE0001957,Andre,Smith,Child,2019-07-14,M,Active
DP000195801,EE0001958,Carlos,Campbell,Domestic Partner,1992-07-20,M,Active
DP000195802,EE0001958,Angela,Campbell,Child,2024-10-16,M,Active
DP000195901,EE0001959,Luis,Okafor,Spouse,1975-07-07,F,Active
DP000195902,EE0001959,Noah,Okafor,Child,2025-11-13,F,Active
DP000196101,EE0001961,Isaiah,Hernandez,Spouse,1991-01-30,M,Active
DP000196201,EE0001962,Victor,Chen,Child,2011-05-07,F,Active
DP000196202,EE0001962,Jasmine,Chen,Child,2008-10-18,M,Active
DP000196601,EE0001966,Noah,Chen,Domestic Partner,2005-03-03,F,Active
DP000196801,EE0001968,Carlos,Martinez,Child,2010-10-18,M,Active
DP000196901,EE0001969,Grace,Chen,Spouse,1991-11-14,M,Active
DP000197001,EE0001970,David,Chen,Child,2008-10-02,M,Active
DP000197002,EE0001970,Aaliyah,Chen,Child,2002-02-27,M,Active
DP000197301,EE0001973,Michael,Davis,Domestic Partner,1969-08-30,M,Active
DP000197302,EE0001973,Angela,Davis,Child,2000-10-05,M,Active
DP000197601,EE0001976,Olivia,Kim,Child,2023-01-01,M,Active
DP000197602,EE0001976,Kevin,Kim,Child,2010-10-18,M,Active
DP000197801,EE0001978,Andre,Thomas,Child,2008-05-14,F,Active
DP000197901,EE0001979,Samuel,Taylor,Child,2000-01-24,M,Active
DP000197902,EE0001979,Carlos,Taylor,Child,2009-07-06,F,Active
DP000197903,EE0001979,Priya,Taylor,Child,2001-12-07,M,Active
DP000198201,EE0001982,Isaiah,Adams,Spouse,1984-02-14,M,Active
DP000198202,EE0001982,Zoe,Adams,Child,2009-08-09,M,Active
DP000198301,EE0001983,Priya,Lewis,Child,2002-12-21,M,Active
DP000198401,EE0001984,Samuel,Ibrahim,Spouse,2006-12-27,F,Active
DP000198402,EE0001984,Noah,Ibrahim,Child,2019-07-16,M,Active
DP000198501,EE0001985,Omar,Mensah,Child,2012-07-17,F,Active
DP000198601,EE0001986,Chiamaka,Patel,Child,2021-07-21,F,Active
DP000198602,EE0001986,Noah,Patel,Child,2008-04-24,F,Active
DP000198701,EE0001987,Aaliyah,Walker,Child,2021-07-16,M,Active
DP000198702,EE0001987,Priya,Walker,Child,2024-06-20,M,Active
DP000198801,EE0001988,Chiamaka,Williams,Child,2011-11-20,F,Active
DP000198901,EE0001989,Samuel,Davis,Domestic Partner,1994-11-07,M,Active
DP000198902,EE0001989,Andre,Davis,Child,2023-11-17,F,Active
DP000199001,EE0001990,Luis,Adams,Spouse,1972-09-16,F,Active
DP000199401,EE0001994,Elena,Miller,Child,2022-10-30,F,Active
DP000199601,EE0001996,Angela,Davis,Child,2017-04-02,F,Active
DP000199602,EE0001996,Jordan,Davis,Child,2009-01-31,M,Active
DP000199801,EE0001998,Naomi,Chen,Spouse,1996-08-31,F,Active
DP000199802,EE0001998,Ethan,Chen,Child,2020-08-10,F,Active
DP000200001,EE0002000,Omar,Patel,Domestic Partner,1975-05-11,M,Active
DP000200002,EE0002000,Sophia,Patel,Child,2007-05-09,M,Active
DP000200201,EE0002002,Daniel,Lewis,Spouse,2006-10-30,F,Active
DP000200301,EE0002003,Amara,Walker,Domestic Partner,1983-02-26,M,Active
DP000200302,EE0002003,Nia,Walker,Child,2021-01-02,M,Active
DP000200601,EE0002006,Omar,Williams,Domestic Partner,2001-03-15,M,Active
DP000200801,EE0002008,Priya,Walker,Domestic Partner,1963-05-12,M,Active
DP000200901,EE0002009,Jasmine,Okafor,Child,2020-02-28,F,Active
DP000200902,EE0002009,Luis,Okafor,Child,2018-11-18,F,Active
DP000201001,EE0002010,Fatima,Johnson,Child,2006-02-27,M,Active
DP000201002,EE0002010,Angela,Johnson,Child,2012-04-05,F,Active
DP000201003,EE0002010,Angela,Johnson,Child,2000-08-14,F,Active
DP000201101,EE0002011,Leah,Thomas,Spouse,1989-08-03,M,Active
DP000201401,EE0002014,Grace,Bennett,Domestic Partner,1997-08-11,F,Active
DP000201402,EE0002014,Andre,Bennett,Child,2026-03-08,F,Active
DP000201403,EE0002014,Angela,Bennett,Child,2025-05-12,F,Active
DP000201601,EE0002016,Malik,Martinez,Child,2006-09-03,M,Active
DP000201602,EE0002016,Malik,Martinez,Child,2022-04-17,F,Active
DP000201603,EE0002016,Sophia,Martinez,Child,2026-06-21,M,Active
DP000202001,EE0002020,Omar,Johnson,Spouse,2001-02-09,F,Active
DP000202301,EE0002023,Angela,Hernandez,Child,2018-02-05,M,Active
DP000202701,EE0002027,Zoe,Garcia,Domestic Partner,1977-02-04,M,Active
DP000202702,EE0002027,Andre,Garcia,Child,2001-01-02,M,Active
DP000202703,EE0002027,Olivia,Garcia,Child,2000-05-02,F,Active
DP000202801,EE0002028,Priya,Garcia,Child,2016-11-29,F,Active
DP000203101,EE0002031,Leah,Walker,Child,2015-09-21,M,Active
DP000203201,EE0002032,Zoe,Adams,Child,2018-03-29,M,Active
DP000203202,EE0002032,Sophia,Adams,Child,2018-07-27,M,Active
DP000203301,EE0002033,Chiamaka,Miller,Spouse,1992-04-02,M,Active
DP000203501,EE0002035,Chiamaka,Walker,Child,2018-06-04,F,Active
DP000203502,EE0002035,Victor,Walker,Child,2023-08-12,F,Active
DP000203601,EE0002036,Priya,Lewis,Spouse,2003-07-01,M,Active
DP000203701,EE0002037,Jordan,Lewis,Spouse,1985-11-27,M,Active
DP000203801,EE0002038,Daniel,Taylor,Spouse,1961-10-14,M,Active
DP000203802,EE0002038,Kevin,Taylor,Child,2010-12-15,M,Active
DP000203803,EE0002038,Olivia,Taylor,Child,2010-01-13,F,Active
DP000203901,EE0002039,Noah,Mensah,Spouse,1966-09-14,M,Active
DP000203902,EE0002039,Leah,Mensah,Child,2017-12-03,M,Active
DP000204101,EE0002041,Grace,Thomas,Child,2007-10-15,M,Active
DP000204301,EE0002043,Angela,Adeyemi,Spouse,1968-12-14,F,Active
DP000204401,EE0002044,Jasmine,Adams,Child,2024-11-23,F,Active
DP000204701,EE0002047,Noah,Thomas,Spouse,1998-03-02,F,Active
DP000204702,EE0002047,Luis,Thomas,Child,2024-12-03,F,Active
